customer_lifetime_value,monthly_premium_auto,total_claim_amount,number_of_open_complaints,income,policy_type,vehicle_class,gender,education,state,zones
5365,70,283,2,51240,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
6047,76,364,1,20396,Personal Auto,Four-Door Car,male,College,California,west
2885,72,515,0,35654,Personal Auto,Two-Door Car,female,High School or Below,Arizona,central
2635,65,312,0,93884,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
2413,68,379,0,0,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
8341,107,342,0,30344,Personal Auto,SUV,male,Bachelor,Nevada,central
2487,62,81,0,28738,Personal Auto,Two-Door Car,female,Bachelor,Arizona,central
9212,115,115,0,70958,Personal Auto,Sports Car,male,High School or Below,Nevada,central
16407,109,160,0,22103,Personal Auto,Four-Door Car,male,Bachelor,California,west
7017,103,741,0,0,Special Auto,SUV,female,College,Oregon,northwest
5481,68,177,0,70795,Corporate Auto,Four-Door Car,female,Bachelor,California,west
10382,129,25,0,32821,Personal Auto,SUV,female,Master,Arizona,central
5498,73,350,0,22520,Personal Auto,Four-Door Car,male,College,Arizona,central
4846,72,518,0,0,Personal Auto,Four-Door Car,male,High School or Below,Nevada,central
14718,93,446,0,56263,Corporate Auto,Four-Door Car,male,College,Oregon,northwest
9656,72,345,0,0,Personal Auto,Four-Door Car,male,Bachelor,Nevada,central
4466,64,307,0,0,Personal Auto,Four-Door Car,male,College,California,west
21423,65,312,0,0,Personal Auto,Two-Door Car,male,Bachelor,Oregon,northwest
2531,66,39,1,31993,Personal Auto,Four-Door Car,male,College,Nevada,central
8378,106,60,0,40994,Personal Auto,Four-Door Car,male,College,Arizona,central
5093,64,307,0,29638,Personal Auto,Four-Door Car,male,Bachelor,Nevada,central
13352,119,729,0,0,Personal Auto,Four-Door Car,female,College,Oregon,northwest
14206,73,355,0,26056,Personal Auto,Four-Door Car,female,College,Oregon,northwest
10232,131,740,0,22821,Personal Auto,SUV,female,Doctor,Oregon,northwest
15435,96,4,0,84581,Personal Auto,Four-Door Car,female,College,Washington,east
8641,74,415,0,22193,Personal Auto,Two-Door Car,female,High School or Below,California,west
7334,63,358,1,30969,Personal Auto,Two-Door Car,male,Bachelor,Washington,east
7462,93,7,0,70263,Personal Auto,Two-Door Car,female,College,California,west
3635,96,460,3,35056,Personal Auto,Two-Door Car,male,High School or Below,California,west
5525,69,331,0,73435,Corporate Auto,Two-Door Car,male,College,Oregon,northwest
4335,108,518,0,86096,Corporate Auto,Two-Door Car,male,High School or Below,Oregon,northwest
4832,139,1000,0,0,Personal Auto,SUV,male,High School or Below,California,west
9267,116,551,0,55808,Personal Auto,SUV,male,Master,Oregon,northwest
14700,94,554,0,29695,Personal Auto,Four-Door Car,male,Bachelor,California,west
4905,61,188,0,88043,Corporate Auto,Four-Door Car,female,Bachelor,California,west
7289,92,410,0,60875,Personal Auto,Four-Door Car,male,College,California,west
8478,77,12,0,0,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
7952,118,849,0,0,Personal Auto,SUV,male,High School or Below,Oregon,northwest
2869,71,340,0,70974,Personal Auto,Four-Door Car,female,Bachelor,Washington,east
10529,131,472,0,37518,Special Auto,Sports Car,female,Bachelor,Oregon,northwest
5497,70,336,0,28128,Personal Auto,Two-Door Car,male,College,Oregon,northwest
7090,93,446,3,45254,Corporate Auto,Four-Door Car,female,Bachelor,Oregon,northwest
26416,108,285,0,85537,Personal Auto,SUV,female,Doctor,Oregon,northwest
2727,68,407,1,74608,Corporate Auto,Four-Door Car,male,Master,Oregon,northwest
11814,102,489,3,41004,Personal Auto,Sports Car,female,High School or Below,California,west
4090,102,423,0,38884,Personal Auto,Two-Door Car,female,Master,Arizona,central
5181,64,307,0,97131,Corporate Auto,Four-Door Car,female,Master,California,west
6172,84,403,0,0,Corporate Auto,Four-Door Car,male,Master,Oregon,northwest
2487,64,61,0,22331,Corporate Auto,Four-Door Car,male,College,California,west
13094,109,96,0,37541,Corporate Auto,SUV,male,Bachelor,Arizona,central
4688,61,292,0,27357,Corporate Auto,Four-Door Car,female,Bachelor,Oregon,northwest
2703,72,41,0,0,Corporate Auto,Two-Door Car,female,Doctor,Oregon,northwest
11315,101,484,0,11885,Personal Auto,Four-Door Car,female,Bachelor,California,west
8679,109,60,0,52717,Corporate Auto,Four-Door Car,female,Bachelor,Oregon,northwest
5979,76,547,0,57693,Personal Auto,Four-Door Car,female,High School or Below,Arizona,central
10996,104,748,0,0,Personal Auto,SUV,female,High School or Below,Oregon,northwest
11718,73,439,0,73903,Corporate Auto,Four-Door Car,female,Bachelor,Arizona,central
42462,281,1499,1,0,Personal Auto,Luxury SUV,female,Bachelor,Washington,east
6941,111,532,3,0,Personal Auto,SUV,female,College,Oregon,northwest
2551,65,187,0,79452,Corporate Auto,Four-Door Car,male,College,California,west
10656,88,631,0,72540,Personal Auto,Two-Door Car,female,Bachelor,Nevada,central
9333,116,232,0,89513,Personal Auto,SUV,female,College,Arizona,central
7507,64,231,0,60920,Personal Auto,Two-Door Car,male,College,Washington,east
5320,66,213,1,88669,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
8609,107,289,0,79090,Personal Auto,SUV,female,Bachelor,California,west
12298,113,542,0,17101,Corporate Auto,SUV,male,High School or Below,Washington,east
7285,61,386,0,44788,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
6714,93,604,1,0,Special Auto,Two-Door Car,male,Master,Nevada,central
2810,71,340,0,26790,Personal Auto,Two-Door Car,male,Bachelor,Arizona,central
15320,126,720,0,81955,Corporate Auto,SUV,male,Bachelor,California,west
8488,70,440,0,80213,Personal Auto,Two-Door Car,female,High School or Below,Oregon,northwest
2379,66,90,0,0,Personal Auto,Four-Door Car,male,Doctor,Arizona,central
13334,170,780,1,47950,Personal Auto,SUV,male,Bachelor,Oregon,northwest
3123,101,960,4,0,Personal Auto,SUV,male,Bachelor,Oregon,northwest
2382,65,312,0,0,Corporate Auto,Four-Door Car,male,Doctor,Washington,east
7812,66,316,0,72353,Personal Auto,Two-Door Car,male,High School or Below,Oregon,northwest
14024,115,256,0,81872,Corporate Auto,Four-Door Car,female,High School or Below,California,west
5334,68,109,0,74606,Corporate Auto,Two-Door Car,male,Bachelor,Arizona,central
9700,138,993,0,0,Personal Auto,SUV,male,High School or Below,Oregon,northwest
5703,72,323,0,41438,Personal Auto,Two-Door Car,male,High School or Below,California,west
4280,110,528,2,52679,Personal Auto,Sports Car,female,Bachelor,Arizona,central
3398,101,1183,0,0,Personal Auto,SUV,male,High School or Below,Arizona,central
11044,70,200,0,44524,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
3237,83,326,3,60244,Corporate Auto,Four-Door Car,male,Master,Oregon,northwest
25805,82,393,0,22711,Personal Auto,Two-Door Car,male,High School or Below,California,west
17497,73,350,0,0,Corporate Auto,Two-Door Car,male,College,Oregon,northwest
22261,71,339,0,50398,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
9006,86,412,1,0,Personal Auto,Four-Door Car,male,College,California,west
9904,66,475,0,0,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
7432,102,1037,0,0,Corporate Auto,SUV,female,High School or Below,California,west
8150,114,1310,0,0,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
4956,63,247,0,87197,Personal Auto,Two-Door Car,male,High School or Below,California,west
6537,100,720,0,0,Personal Auto,Sports Car,male,Bachelor,California,west
9448,117,516,0,85221,Personal Auto,Sports Car,female,High School or Below,California,west
7519,95,185,1,96306,Personal Auto,Four-Door Car,male,High School or Below,Arizona,central
2409,66,316,0,0,Personal Auto,Four-Door Car,female,Bachelor,California,west
17041,64,455,0,22249,Personal Auto,Four-Door Car,female,High School or Below,California,west
4398,62,382,0,0,Personal Auto,Four-Door Car,female,High School or Below,California,west
5470,138,702,0,54507,Personal Auto,SUV,female,Bachelor,Oregon,northwest
3173,101,484,4,0,Personal Auto,Four-Door Car,male,College,Oregon,northwest
13258,184,1324,0,20754,Personal Auto,Luxury SUV,male,College,California,west
13045,190,1654,1,0,Personal Auto,SUV,female,College,California,west
2560,65,312,0,30027,Personal Auto,Four-Door Car,male,High School or Below,California,west
3387,88,422,2,23156,Special Auto,Four-Door Car,male,Bachelor,Nevada,central
6439,93,669,0,0,Personal Auto,Four-Door Car,male,High School or Below,California,west
7078,90,252,0,23222,Corporate Auto,Two-Door Car,male,College,California,west
2417,65,468,0,0,Corporate Auto,Four-Door Car,female,College,California,west
20492,102,489,0,27317,Personal Auto,Four-Door Car,female,Master,California,west
7805,106,508,1,21073,Corporate Auto,SUV,female,College,California,west
22062,225,1620,0,0,Corporate Auto,Luxury Car,male,College,California,west
11218,93,19,0,69268,Personal Auto,Two-Door Car,female,High School or Below,Arizona,central
5427,68,234,1,74561,Personal Auto,Two-Door Car,female,High School or Below,Arizona,central
2592,65,312,0,72421,Personal Auto,Four-Door Car,male,High School or Below,Arizona,central
2601,71,17,0,0,Corporate Auto,Two-Door Car,female,Master,Oregon,northwest
8433,72,38,0,57961,Personal Auto,Two-Door Car,male,Bachelor,Arizona,central
2967,76,178,0,35205,Personal Auto,Four-Door Car,male,College,California,west
5380,74,59,0,0,Personal Auto,Four-Door Car,male,Master,Oregon,northwest
8059,68,244,0,72309,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
8444,109,501,2,76352,Personal Auto,SUV,female,Bachelor,Nevada,central
9655,100,720,2,0,Personal Auto,SUV,male,High School or Below,Washington,east
8178,102,489,0,29057,Corporate Auto,SUV,female,College,California,west
2353,66,501,0,0,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
8058,101,484,0,25595,Personal Auto,SUV,male,Bachelor,California,west
8012,67,355,0,58058,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
16473,106,508,0,22828,Personal Auto,SUV,male,Bachelor,Nevada,central
5907,81,390,0,0,Personal Auto,Four-Door Car,female,College,Arizona,central
8257,73,424,0,23815,Corporate Auto,Four-Door Car,female,Bachelor,California,west
4954,65,312,3,45329,Personal Auto,Two-Door Car,male,Bachelor,California,west
43026,119,222,0,59349,Personal Auto,SUV,male,Master,Washington,east
3794,105,504,0,19794,Personal Auto,Four-Door Car,male,College,Oregon,northwest
2537,64,50,0,92401,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
8026,109,898,0,0,Corporate Auto,SUV,male,Bachelor,Oregon,northwest
7786,97,378,1,83000,Corporate Auto,Four-Door Car,female,College,Nevada,central
5256,65,225,0,77693,Personal Auto,Four-Door Car,female,College,Washington,east
8256,69,159,0,62902,Personal Auto,Two-Door Car,female,Bachelor,Arizona,central
2453,70,449,2,0,Personal Auto,Two-Door Car,male,Master,Nevada,central
4312,111,413,0,43386,Personal Auto,SUV,male,College,Washington,east
5556,72,345,0,29120,Corporate Auto,Two-Door Car,male,Bachelor,California,west
8693,110,787,0,48893,Personal Auto,SUV,male,Bachelor,Washington,east
11830,146,503,0,92931,Personal Auto,SUV,female,College,California,west
4506,115,611,0,15462,Corporate Auto,Four-Door Car,female,College,Washington,east
4159,62,446,0,0,Personal Auto,Two-Door Car,male,Bachelor,Washington,east
4462,112,536,0,70088,Personal Auto,SUV,male,College,Washington,east
2515,63,453,0,25558,Personal Auto,Four-Door Car,male,College,Oregon,northwest
8007,112,537,0,0,Corporate Auto,Sports Car,female,High School or Below,Arizona,central
9901,134,643,0,0,Personal Auto,SUV,male,Master,Washington,east
12282,155,388,0,36328,Corporate Auto,SUV,female,Bachelor,Washington,east
44468,127,1428,1,32948,Personal Auto,SUV,female,High School or Below,Washington,east
8184,103,162,0,69114,Personal Auto,SUV,male,Bachelor,California,west
16007,133,638,0,45302,Personal Auto,SUV,female,High School or Below,Oregon,northwest
6361,88,110,0,0,Personal Auto,Four-Door Car,male,High School or Below,Arizona,central
8736,112,1169,0,53173,Personal Auto,SUV,female,College,California,west
4334,123,590,3,23904,Corporate Auto,SUV,female,Bachelor,Arizona,central
4376,111,60,0,63774,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
9294,116,556,0,67544,Corporate Auto,SUV,male,College,California,west
2543,65,312,0,26691,Personal Auto,Four-Door Car,male,College,California,west
6582,62,297,0,0,Special Auto,Four-Door Car,female,High School or Below,Washington,east
4686,118,566,0,58089,Corporate Auto,SUV,male,College,California,west
14325,136,652,0,0,Personal Auto,SUV,male,Bachelor,Nevada,central
12743,64,99,0,99583,Personal Auto,Four-Door Car,male,Bachelor,California,west
2434,68,271,0,0,Personal Auto,Four-Door Car,male,Bachelor,California,west
25107,73,350,0,24410,Corporate Auto,Four-Door Car,female,Bachelor,Oregon,northwest
13432,118,118,2,68956,Personal Auto,SUV,female,Bachelor,California,west
2753,73,298,0,0,Personal Auto,Four-Door Car,female,High School or Below,California,west
8653,113,586,0,20588,Personal Auto,SUV,female,College,Nevada,central
7057,90,432,0,37840,Corporate Auto,Four-Door Car,male,Bachelor,Oregon,northwest
5906,74,128,0,43440,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
2937,73,332,1,83195,Personal Auto,Two-Door Car,female,Master,Nevada,central
4974,70,336,0,0,Personal Auto,Four-Door Car,female,High School or Below,California,west
4268,110,528,0,43209,Personal Auto,Sports Car,male,High School or Below,Oregon,northwest
4601,115,552,0,37308,Personal Auto,SUV,female,High School or Below,California,west
2404,62,297,0,22239,Personal Auto,Four-Door Car,male,Master,Arizona,central
7638,95,250,1,66106,Personal Auto,Two-Door Car,female,Doctor,California,west
4623,117,561,0,97065,Personal Auto,SUV,male,High School or Below,Nevada,central
5470,69,746,0,24910,Personal Auto,Two-Door Car,male,College,Oregon,northwest
4999,68,159,5,49414,Personal Auto,Four-Door Car,male,Master,Oregon,northwest
15956,132,98,0,61148,Personal Auto,Sports Car,female,High School or Below,Arizona,central
9275,119,571,0,52494,Corporate Auto,Two-Door Car,female,Bachelor,Arizona,central
7595,104,499,0,20538,Personal Auto,SUV,male,High School or Below,Arizona,central
24258,89,538,0,0,Personal Auto,Two-Door Car,male,High School or Below,Arizona,central
24636,103,162,0,73716,Special Auto,Sports Car,male,High School or Below,Washington,east
2810,71,340,0,26790,Personal Auto,Two-Door Car,male,Bachelor,Washington,east
2337,65,468,0,0,Corporate Auto,Four-Door Car,male,Bachelor,Oregon,northwest
4668,117,561,0,53252,Personal Auto,SUV,male,High School or Below,Oregon,northwest
10972,137,657,0,24164,Personal Auto,Sports Car,male,Doctor,California,west
34611,109,523,0,20090,Special Auto,Sports Car,female,High School or Below,California,west
2478,63,133,0,81721,Personal Auto,Four-Door Car,male,College,Arizona,central
26197,113,542,0,18495,Personal Auto,SUV,female,High School or Below,Washington,east
6282,80,56,0,42314,Personal Auto,Four-Door Car,male,Bachelor,California,west
10954,135,526,0,89892,Personal Auto,SUV,female,Bachelor,California,west
3164,92,662,1,0,Personal Auto,Two-Door Car,male,Bachelor,California,west
7804,117,91,4,0,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
5207,65,312,0,21576,Personal Auto,Four-Door Car,female,Doctor,California,west
2886,78,486,0,10312,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
2483,62,54,0,50632,Corporate Auto,Two-Door Car,female,College,Arizona,central
4896,139,1000,0,0,Personal Auto,SUV,female,High School or Below,California,west
4928,67,279,5,97917,Personal Auto,Two-Door Car,male,High School or Below,Oregon,northwest
8759,116,556,0,28280,Personal Auto,Sports Car,male,College,Arizona,central
11281,139,601,0,86195,Special Auto,SUV,female,High School or Below,California,west
4315,106,70,0,89797,Personal Auto,SUV,female,Master,Nevada,central
4491,63,302,0,0,Personal Auto,Four-Door Car,male,College,Arizona,central
6745,192,1921,0,0,Personal Auto,Luxury SUV,male,High School or Below,Nevada,central
28799,240,1152,0,33635,Personal Auto,Luxury SUV,male,College,California,west
14503,194,931,0,29790,Personal Auto,Luxury SUV,male,Bachelor,Oregon,northwest
8270,70,336,0,44656,Personal Auto,Two-Door Car,male,High School or Below,Arizona,central
12731,105,504,0,40870,Personal Auto,SUV,male,Doctor,Arizona,central
4167,117,94,0,0,Corporate Auto,Sports Car,male,College,California,west
10455,133,638,0,28363,Personal Auto,Sports Car,female,High School or Below,California,west
7074,88,491,0,94508,Personal Auto,Four-Door Car,female,Bachelor,California,west
7046,64,324,0,0,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
13357,124,696,0,0,Personal Auto,SUV,male,Doctor,Oregon,northwest
18708,77,554,1,0,Personal Auto,Four-Door Car,male,College,Arizona,central
8169,116,835,0,0,Corporate Auto,Sports Car,female,Bachelor,California,west
8583,114,547,0,18017,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
12234,117,930,0,0,Personal Auto,SUV,female,High School or Below,Washington,east
7185,91,36,0,63741,Corporate Auto,Four-Door Car,male,High School or Below,Nevada,central
9060,113,542,1,57078,Personal Auto,Sports Car,female,High School or Below,Oregon,northwest
2336,67,458,0,0,Special Auto,Four-Door Car,female,High School or Below,Oregon,northwest
7995,100,150,0,25239,Personal Auto,SUV,female,Bachelor,Oregon,northwest
